concern_text,label
I would like to report that the internet is down in my area,MIS Office
"Hello, i need assistance with issc student services",ISSC Office
The room requires maintenance I need assistance urgently.,Maintenance Office
I need help with transcript processing I need assistance urgently.,Registrar Office
I need help with fee payment I need assistance urgently.,Cashier Office
I want to pay my school requirements This is affecting my studies.,Cashier Office
I need help with computer lab access Please help me.,Internet Laboratory
I need help with record keeping and management Thank you.,Registrar Office
The network connection keeps dropping Please help me.,MIS Office
I have a concern that needs to be disseminated,IMCO Office
"Good day, i need help with academic record management",Registrar Office
I need to pay my school fees This is affecting my studies.,Cashier Office
"Hello, the internet is not working in the building",MIS Office
I have a problem that needs to be disseminated,IMCO Office
I need to update my grade records Thank you.,Registrar Office
I want to verify my academic records,Registrar Office
I need help with laboratory computer access Please help me.,Internet Laboratory
I would like to report that i need help with network connectivity,MIS Office
I need help reporting a repair needed,Maintenance Office
I need assistance with room repair work This is affecting my studies.,Maintenance Office
I would like to report that i need to request my academic transcript,Registrar Office
I have a concern about school dissemination This is urgent.,IMCO Office
I need help with payment confirmation This is urgent.,Cashier Office
I want to request a copy of my grades Please help me.,Registrar Office
I need help with room repair I hope you can help.,Maintenance Office
I need help with lab computer access and usage,Internet Laboratory
"Good day, i want to use computers in the laboratory",Internet Laboratory
I need to pay for my enrollment I hope you can help.,Cashier Office
I have a problem that requires school attention Thank you.,IMCO Office
"Hello, i need to update my student information",Registrar Office
"Good day, i need help with payment requirements",Cashier Office
I need help with repair request This is affecting my studies.,Maintenance Office
"Good day, i want to know the payment procedures",Cashier Office
I would like to report that i need help with school concern management,IMCO Office
I need assistance with repair services This is urgent.,Maintenance Office
I need to pay my tuition,Cashier Office
I need to update my grade records I need assistance urgently.,Registrar Office
I would like to report that i need help with payment documentation,Cashier Office
I need assistance with ID making process,Internet Laboratory
I cannot access the internet network Please help me.,MIS Office
I need to request room repair I need assistance urgently.,Maintenance Office
"Hello, i need help with laboratory computer usage",Internet Laboratory
The internet speed is too slow This is affecting my studies.,MIS Office
I want to report a school issue I hope you can help.,IMCO Office
I would like to report that i want to report a school-related problem,IMCO Office
I need help accessing computers in the lab This is affecting my studies.,Internet Laboratory
I would like to report that i need to request maintenance for room,Maintenance Office
I want to report a concern that affects students This is urgent.,IMCO Office
I cannot connect my device to the network Please help me.,MIS Office
I cannot connect my device to the network This is urgent.,MIS Office
I cannot access the school network I hope you can help.,MIS Office
I need help with school concern resolution Thank you.,IMCO Office
I want to report a concern to the school Thank you.,IMCO Office
I need assistance with ISSC office services I hope you can help.,ISSC Office
"Hello, i want to verify my academic records",Registrar Office
I need to report a room that needs repair I hope you can help.,Maintenance Office
I need help with school concern reporting,IMCO Office
I would like to report that i need help with internet connectivity issues,MIS Office
I want to report a room repair needed This is affecting my studies.,Maintenance Office
I need assistance with room maintenance This is urgent.,Maintenance Office
I need help with academic record management,Registrar Office
I need to file a petition for grade reconsideration I hope you can help.,Registrar Office
I need help with student services support I need assistance urgently.,ISSC Office
I want to request help from student services This is urgent.,ISSC Office
I cannot connect my device to the network Please help me.,MIS Office
"Good day, i want to report a room that needs repair",Maintenance Office
I need to pay my fees,Cashier Office
I need to request my official transcript,Registrar Office
I need to update my student information This is urgent.,Registrar Office
I have a concern that needs to be disseminated This is affecting my studies.,IMCO Office
"Hello, i need help with computer access in the lab",Internet Laboratory
"Hello, i need to update my student information",Registrar Office
The classroom requires maintenance This is urgent.,Maintenance Office
I have an issue that needs school assistance This is urgent.,IMCO Office
I would like to report that i want to request room maintenance,Maintenance Office
I would like to report that the wifi network is not working,MIS Office
I need assistance with ISSC student services,ISSC Office
I would like to report that i need to use a computer in the laboratory,Internet Laboratory
I need to update my enrollment information,Registrar Office
"Hello, i need assistance with maintenance work",Maintenance Office
"Hello, i need help with student support",ISSC Office
"Hello, i need help with student record keeping",Registrar Office
I want to request assistance from ISSC I need assistance urgently.,ISSC Office
I need to pay for my tuition requirements This is urgent.,Cashier Office
I want to make a payment transaction Please help me.,Cashier Office
I need help with school concern management This is affecting my studies.,IMCO Office
I would like to report that i need help with student services support,ISSC Office
The network infrastructure needs repair Thank you.,MIS Office
I want to use computers in the laboratory This is urgent.,Internet Laboratory
I want to report a school-related problem I need assistance urgently.,IMCO Office
I need help with lab computer access and usage I need assistance urgently.,Internet Laboratory
The room needs repair and maintenance Please help me.,Maintenance Office
I need to pay for my enrollment This is affecting my studies.,Cashier Office
I need help with subject loading This is urgent.,Registrar Office
I need to update my enrollment information I hope you can help.,Registrar Office
I would like to report that the network maintenance needs attention,MIS Office
I want to request student service help This is urgent.,ISSC Office
"Good day, i need to request my transcript of records",Registrar Office
I need to report a school problem Thank you.,IMCO Office
I need help with school issue resolution I hope you can help.,IMCO Office
The WiFi is not functioning properly Please help me.,MIS Office
I need help troubleshooting network problems I need assistance urgently.,MIS Office
I need help with payment documentation This is affecting my studies.,Cashier Office
I need help with payment processing I need assistance urgently.,Cashier Office
"Good day, i need help with fee computation",Cashier Office
I want to request computer access in the lab This is affecting my studies.,Internet Laboratory
I would like to report that i need assistance with student id application,Internet Laboratory
I want to report a room that needs fixing This is affecting my studies.,Maintenance Office
"Good day, the classroom needs to be fixed",Maintenance Office
I need help with fee payment This is urgent.,Cashier Office
I need help with grade verification,Registrar Office
I need help with school concern reporting Please help me.,IMCO Office
I would like to report that i have a problem that needs dissemination,IMCO Office
I need help with student service processing Thank you.,ISSC Office
I need help with academic record management,Registrar Office
"Hello, i need help with network issues",MIS Office
"Good day, i cannot connect to the school internet",MIS Office
I would like to report that the internet connection is very slow,MIS Office
I need assistance with student service request Please help me.,ISSC Office
I want to know about payment requirements Please help me.,Cashier Office
"Hello, i want to use computers in the laboratory",Internet Laboratory
I need help with payment inquiry Please help me.,Cashier Office
"Good day, i need help with course registration",Registrar Office
The classroom needs repair I need assistance urgently.,Maintenance Office
I need help with computer laboratory access I hope you can help.,Internet Laboratory
I want to request room maintenance Please help me.,Maintenance Office
I need to file a petition for record update This is urgent.,Registrar Office
"Hello, i need to file a petition for grade reconsideration",Registrar Office
I cannot connect to the internet I need assistance urgently.,MIS Office
The network maintenance needs attention Please help me.,MIS Office
The room needs repair work I hope you can help.,Maintenance Office
I need to request maintenance for room This is affecting my studies.,Maintenance Office
I need help with payment verification Please help me.,Cashier Office
I have a problem that requires school attention Thank you.,IMCO Office
I need help with student information update Thank you.,Registrar Office
The room needs repair work This is affecting my studies.,Maintenance Office
I would like to report that i need help with school concern management,IMCO Office
I need assistance with student ID creation process,Internet Laboratory
I have an issue that needs school attention Please help me.,IMCO Office
I want to use the laboratory for my computer needs Thank you.,Internet Laboratory
I need help with school concern reporting Please help me.,IMCO Office
I would like to report that i want to report a concern to be disseminated,IMCO Office
I need help with repair request I hope you can help.,Maintenance Office
I need help with repair request This is urgent.,Maintenance Office
I have a problem that needs to be disseminated This is affecting my studies.,IMCO Office
I need to pay my tuition Please help me.,Cashier Office
I need help with fee computation,Cashier Office
I need to request my transcript of records I need assistance urgently.,Registrar Office
I need assistance with room fixing I hope you can help.,Maintenance Office
I want to verify my student records This is urgent.,Registrar Office
I need assistance with student ID making Please help me.,Internet Laboratory
I need help with lab computer access This is urgent.,Internet Laboratory
I would like to report that i need to pay for my registration,Cashier Office
I want to verify my student records I need assistance urgently.,Registrar Office
I need to pay for my enrollment Please help me.,Cashier Office
I need help with internet lab computer usage Please help me.,Internet Laboratory
I need help with school concern reporting I hope you can help.,IMCO Office
I need help with maintenance request I need assistance urgently.,Maintenance Office
I would like to report that i cannot connect to the school wifi,MIS Office
I want to request my student transcript I hope you can help.,Registrar Office
I want to make payment for requirements,Cashier Office
I need help with school concern management,IMCO Office
I need help with student record keeping This is urgent.,Registrar Office
I would like to report that i need help with student record maintenance,Registrar Office
I want to make a payment transaction This is urgent.,Cashier Office
"Hello, i need to pay my tuition fees",Cashier Office
"Good day, i want to report a room that needs repair",Maintenance Office
I want to make payment for my requirements This is affecting my studies.,Cashier Office
I have an issue that needs dissemination Please help me.,IMCO Office
"Good day, i cannot connect to the internet",MIS Office
"Good day, i need assistance with id card creation",Internet Laboratory
"Hello, the room requires maintenance",Maintenance Office
The room needs to be maintained I hope you can help.,Maintenance Office
"Hello, i want to report an issue to the school",IMCO Office
I need to request my academic transcript I need assistance urgently.,Registrar Office
I need to request my official records I need assistance urgently.,Registrar Office
I need help with student record maintenance This is affecting my studies.,Registrar Office
I need help with subject enrollment This is affecting my studies.,Registrar Office
"Good day, i need help with internet lab computer access",Internet Laboratory
I need to pay my required fees,Cashier Office
I need help with internet network problems This is affecting my studies.,MIS Office
I need assistance with school problem handling Thank you.,IMCO Office
I would like to report that i need help with grade verification,Registrar Office
I want to inquire about student service support Thank you.,ISSC Office
The network maintenance should be handled,MIS Office
I need help with course registration This is urgent.,Registrar Office
The room requires repair and maintenance Thank you.,Maintenance Office
I need help with payment procedures Thank you.,Cashier Office
I want to make a payment transaction This is affecting my studies.,Cashier Office
I need help with student information update I need assistance urgently.,Registrar Office
"Good day, i need help with payment status",Cashier Office
I want to verify my academic records Thank you.,Registrar Office
I need to pay my required fees,Cashier Office
"Good day, i need to pay my tuition fees",Cashier Office
I want to report maintenance needed Thank you.,Maintenance Office
"Good day, i need to file a petition for grade change",Registrar Office
I need to file a petition for record correction,Registrar Office
I need help with payment receipt,Cashier Office
I need to file a petition for subject addition I need assistance urgently.,Registrar Office
"Hello, i cannot access the internet in the computer lab",MIS Office
I would like to report that i want to check my academic standing,Registrar Office
I have a concern that needs to be disseminated I hope you can help.,IMCO Office
I need help with payment inquiry This is affecting my studies.,Cashier Office
I need help with student record keeping This is affecting my studies.,Registrar Office
I have a concern that needs to be disseminated This is affecting my studies.,IMCO Office
The room needs repair work Please help me.,Maintenance Office
I need help with subject enrollment This is affecting my studies.,Registrar Office
I want to use the laboratory for computer work This is affecting my studies.,Internet Laboratory
I need to report a maintenance concern This is urgent.,Maintenance Office
I would like to report that i want to check my academic standing,Registrar Office
I need help with a school issue I hope you can help.,IMCO Office
"Hello, i need to pay for my enrollment",Cashier Office
I have a problem that needs to be reported,IMCO Office
I need to use a computer in the laboratory This is affecting my studies.,Internet Laboratory
I need to pay my outstanding fees I need assistance urgently.,Cashier Office
"Hello, i want to process my payment",Cashier Office
I need assistance with repair services This is affecting my studies.,Maintenance Office
I would like to report that i need help with school concern resolution,IMCO Office
I need help with student record maintenance,Registrar Office
I need to request for student ID processing Please help me.,Internet Laboratory
I cannot connect to the network properly,MIS Office
I would like to report that the network connection keeps dropping,MIS Office
I want to check my transcript status This is affecting my studies.,Registrar Office
I want to pay my school requirements I need assistance urgently.,Cashier Office
I want to report a problem affecting students I hope you can help.,IMCO Office
I need to pay for my enrollment fees,Cashier Office
"Hello, i need help with internet laboratory usage",Internet Laboratory
"Good day, i need help with grade record keeping",Registrar Office
"Good day, i want to report a repair needed",Maintenance Office
"Hello, i cannot access the internet in the computer lab",MIS Office
I need assistance with student service inquiry I hope you can help.,ISSC Office
The room needs repair and maintenance I need assistance urgently.,Maintenance Office
I need help with lab computer access,Internet Laboratory
The network infrastructure needs repair I need assistance urgently.,MIS Office
I need to pay for my registration This is affecting my studies.,Cashier Office
I need help with fee computation Please help me.,Cashier Office
I would like to report that i want to check my transcript status,Registrar Office
I would like to report that i need help with payment processing and verification,Cashier Office
"Good day, the network maintenance needs attention",MIS Office
I want to report a school issue I need assistance urgently.,IMCO Office
I have a problem that needs immediate attention Please help me.,IMCO Office
"Good day, i need assistance with problem resolution",IMCO Office
"Good day, i need help with grade record keeping",Registrar Office
"Good day, i need assistance with school problem resolution",IMCO Office
I need help with school problem addressing This is affecting my studies.,IMCO Office
"Hello, the network maintenance needs attention",MIS Office
I would like to report that the internet is not working in the building,MIS Office
"Good day, i need help with student services available",ISSC Office
I would like to report that i need assistance with repair request,Maintenance Office
The network system needs updating Please help me.,MIS Office
I want to process payment transaction This is affecting my studies.,Cashier Office
I need to file a petition for subject addition I need assistance urgently.,Registrar Office
"Good day, i cannot access the school network",MIS Office
I need help with room maintenance request I hope you can help.,Maintenance Office
I need to file a petition for subject change I hope you can help.,Registrar Office
"Hello, i need help with subject enrollment",Registrar Office
The classroom needs repair This is urgent.,Maintenance Office
I want to know the payment procedures This is affecting my studies.,Cashier Office
"Hello, i want to check my transcript status",Registrar Office
I need help with internet connectivity issues I need assistance urgently.,MIS Office
I would like to report that i need help with network access,MIS Office
"Hello, i need help with computer lab access",Internet Laboratory
I need to file a petition for record correction I need assistance urgently.,Registrar Office
The WiFi network is not working This is urgent.,MIS Office
I want to check my grades This is urgent.,Registrar Office
I need assistance with room maintenance Thank you.,Maintenance Office
"Good day, i want to pay my school requirements",Cashier Office
The room needs to be repaired This is affecting my studies.,Maintenance Office
I need to pay for my subjects,Cashier Office
I would like to report that i need to file a petition for record correction,Registrar Office
I need to request room maintenance service Thank you.,Maintenance Office
I want to know the payment schedule Please help me.,Cashier Office
The WiFi password is not working Please help me.,MIS Office
I need help with subject enrollment records,Registrar Office
I would like to report that the internet connection requires maintenance,MIS Office
The classroom needs to be fixed This is affecting my studies.,Maintenance Office
I cannot access the school network This is urgent.,MIS Office
I want to report a maintenance issue Please help me.,Maintenance Office
I need assistance with school problem handling I need assistance urgently.,IMCO Office
I need help with school problem addressing This is urgent.,IMCO Office
"Hello, i cannot connect to the campus network",MIS Office
I would like to report that i want to use computers in the laboratory,Internet Laboratory
"Good day, i cannot access online services due to network failure",MIS Office
I need help with school problem management,IMCO Office
I need to pay my fees,Cashier Office
"Good day, i cannot connect to the campus internet",MIS Office
I want to report maintenance needed This is affecting my studies.,Maintenance Office
I cannot connect to the campus network This is urgent.,MIS Office
I need assistance with student service request This is urgent.,ISSC Office
I want to make payment for requirements This is urgent.,Cashier Office
I would like to report that i want to request my academic records,Registrar Office
I want to request maintenance service I hope you can help.,Maintenance Office
I need help with payment requirements I hope you can help.,Cashier Office
The WiFi network is down Please help me.,MIS Office
I need help with room repair I need assistance urgently.,Maintenance Office
"Hello, the network maintenance needs to be done",MIS Office
I want to request computer access in the lab I need assistance urgently.,Internet Laboratory
I would like to report that i cannot access the internet in the computer lab,MIS Office
The network maintenance needs attention This is affecting my studies.,MIS Office
"Hello, i have a problem that needs school help",IMCO Office
I need help with payment procedures This is urgent.,Cashier Office
"Good day, i want to use the lab computers",Internet Laboratory
I need to file a petition for grade reconsideration I hope you can help.,Registrar Office
I need help with room maintenance This is affecting my studies.,Maintenance Office
I need help with a school issue,IMCO Office
I need assistance with ID making process I need assistance urgently.,Internet Laboratory
"Hello, the wifi network is not working",MIS Office
I want to use the internet laboratory I hope you can help.,Internet Laboratory
"Good day, i need to request my academic transcript",Registrar Office
I need help with ISSC services This is urgent.,ISSC Office
I want to use the laboratory for computer work Thank you.,Internet Laboratory
I want to make payment for school requirements Please help me.,Cashier Office
I need help with laboratory access This is urgent.,Internet Laboratory
I need help with payment methods Thank you.,Cashier Office
"Good day, i need help with laboratory computer usage",Internet Laboratory
"Hello, i need assistance with network troubleshooting",MIS Office
I need to pay my tuition I hope you can help.,Cashier Office
I need help with my student records I need assistance urgently.,Registrar Office
I have a problem that needs school help This is urgent.,IMCO Office
I need help with internet lab computer access I need assistance urgently.,Internet Laboratory
I want to report a room that needs fixing Thank you.,Maintenance Office
I would like to report that i need help with payment processing and verification,Cashier Office
I cannot connect to the school internet I need assistance urgently.,MIS Office
"Good day, i need to request for id card creation",Internet Laboratory
"Hello, i need help with student record verification",Registrar Office
I need to file a petition for grade reconsideration This is affecting my studies.,Registrar Office
"Good day, i need help with room fixing",Maintenance Office
"Hello, i need help with lab computer access",Internet Laboratory
I would like to report that i want to request assistance from issc,ISSC Office
I need help with ISSC services This is urgent.,ISSC Office
I want to report a repair needed I hope you can help.,Maintenance Office
I cannot access the internet in the computer lab,MIS Office
"Hello, i need help with grade record keeping",Registrar Office
I need assistance with ISSC services request,ISSC Office
"Good day, the room requires maintenance",Maintenance Office
I want to check my grades I need assistance urgently.,Registrar Office
I want to know about available student services I need assistance urgently.,ISSC Office
"Hello, i need to report a school problem",IMCO Office
I have an issue that needs to be addressed This is affecting my studies.,IMCO Office
I need to request for ID card creation This is affecting my studies.,Internet Laboratory
"Hello, i want to check my grades",Registrar Office
I need assistance with school-related concerns I need assistance urgently.,IMCO Office
"Hello, i need help with student services",ISSC Office
The WiFi network needs maintenance I hope you can help.,MIS Office
I want to know the payment procedures This is urgent.,Cashier Office
I want to use the internet laboratory Please help me.,Internet Laboratory
"Hello, i need help with subject loading process",Registrar Office
"Good day, i need help with school concern reporting",IMCO Office
I want to report a school issue Please help me.,IMCO Office
The WiFi signal is weak in my location This is affecting my studies.,MIS Office
"Good day, i need help with a school issue",IMCO Office
"Good day, i need to file a petition for course change",Registrar Office
I want to report a problem in the school Please help me.,IMCO Office
I would like to report that i need help with room maintenance,Maintenance Office
"Hello, the classroom requires maintenance",Maintenance Office
I want to request my student transcript This is affecting my studies.,Registrar Office
I want to request a copy of my transcript I hope you can help.,Registrar Office
I want to report a concern to the school I hope you can help.,IMCO Office
I want to request for student ID creation Thank you.,Internet Laboratory
I need help with network issues I need assistance urgently.,MIS Office
I would like to report that i want to request a copy of my grades,Registrar Office
I need to pay for my school requirements This is affecting my studies.,Cashier Office
The WiFi network is not working Thank you.,MIS Office
I would like to report that i need help with internet lab computer access,Internet Laboratory
I need to request my official transcript Thank you.,Registrar Office
I need to use a computer for my assignment I hope you can help.,Internet Laboratory
"Good day, i need help with payment confirmation",Cashier Office
I need help with grade record management,Registrar Office
I need help reporting a repair needed I need assistance urgently.,Maintenance Office
The WiFi is not functioning properly Please help me.,MIS Office
I need help with problem dissemination to school I need assistance urgently.,IMCO Office
I want to report maintenance needed,Maintenance Office
The room needs repair and maintenance Please help me.,Maintenance Office
I need to pay my school fees Please help me.,Cashier Office
I need help with laboratory computer usage This is affecting my studies.,Internet Laboratory
I need help accessing computers in the lab This is urgent.,Internet Laboratory
The network is not responding,MIS Office
I have a problem that needs immediate attention This is affecting my studies.,IMCO Office
"Hello, i want to report a problem affecting students",IMCO Office
I need to request maintenance for room,Maintenance Office
I need assistance with student ID application This is urgent.,Internet Laboratory
"Hello, i need help with grade record keeping",Registrar Office
"Good day, i want to use the internet laboratory",Internet Laboratory
"Hello, i want to request computer access",Internet Laboratory
I want to report a problem in the school,IMCO Office
I need to update my grade records,Registrar Office
I need help with room fixing I need assistance urgently.,Maintenance Office
"Good day, i want to check my transcript status",Registrar Office
I cannot connect to the internet I hope you can help.,MIS Office
I cannot access the school network Thank you.,MIS Office
I want to check my course records This is urgent.,Registrar Office
I would like to report that i want to report an issue to the school,IMCO Office
"Hello, i need help with grade verification",Registrar Office
I need help accessing computers in the lab This is urgent.,Internet Laboratory
"Hello, i want to request a copy of my transcript",Registrar Office
I want to know about payment options Thank you.,Cashier Office
I need to update my enrollment information Please help me.,Registrar Office
I want to use computers in the laboratory This is affecting my studies.,Internet Laboratory
"Hello, i want to report a repair needed",Maintenance Office
"Hello, i want to request my student transcript",Registrar Office
"Hello, i want to report an issue to the school",IMCO Office
I need help with grade record keeping This is urgent.,Registrar Office
"Good day, i cannot connect to the internet",MIS Office
I want to report a room repair needed This is urgent.,Maintenance Office
I need help with payment procedures This is urgent.,Cashier Office
I need to pay my outstanding balance This is urgent.,Cashier Office
I need to file a petition for grade change This is urgent.,Registrar Office
I cannot access online resources due to network issues Thank you.,MIS Office
"Hello, i have a problem that needs to be disseminated",IMCO Office
I want to check my enrollment status I hope you can help.,Registrar Office
"Hello, i need help with laboratory access",Internet Laboratory
The room needs to be repaired Please help me.,Maintenance Office
The network system needs updating I hope you can help.,MIS Office
I want to pay my school requirements This is urgent.,Cashier Office
I need help with room repair request Please help me.,Maintenance Office
I need assistance with student ID card application I hope you can help.,Internet Laboratory
